pr_number,complexity_score,complexity_rationale,quality_score,quality_rationale,model_used,analyzed_at
57611,2,"The fix is a single-file, single-function caching replacement across two files.",4,"The PR is clean, well-tested, and passed reviews with one thread-safety issue noted but not fixed before merge — still high quality overall.",deepseek/deepseek-v4-flash:free,2026-05-15T02:28:35.260544
57609,2,"The PR is a single, straightforward security fix for an endpoint scope, affecting two files with minimal changes.",4,"The PR passed tests, was approved, and is complete and clean.",deepseek/deepseek-v4-flash:free,2026-05-15T02:28:44.100573
57607,3,"Two files changed with 39+ lines added – typical multi-file feature (new column with sorting, tooltip, palette integration).",4,"Approved in one review; no revert, no rework; clean implementation with usage of existing constants and patterns; snapshot testing present.",deepseek/deepseek-v4-flash:free,2026-05-15T02:28:54.019356
57608,4,"Multi-file feature with new caching infrastructure, extraction of helper, and careful inv\ resulting in test files, but not architectural.",3,"2-3 revisions needed: the PR initially had duplicate logic in _cached_per_org vs _cached_pe\ which was addressed, but also had concerns about missing delete-path test coverage and only O\ which were later addressed, so clean overall but with revisions.",deepseek/deepseek-v4-flash:free,2026-05-15T02:28:56.110878
57606,3,The PR is a multi-file fix with test changes and logic change in fallback behavior.,5,The PR is a first-pass perfect with two approvals and no rework.,deepseek/deepseek-v4-flash:free,2026-05-15T02:28:58.926079
57602,3,Multi-file chore cleanup of rolled-out feature flags.,5,"First-pass perfect with thorough code cleanup, an approved review, and no rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T02:29:03.976280
57601,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T02:29:05.024440
57600,3,Multi-file changes with moderate architectural extraction of a private method and renaming of an interface method.,4,Tests pass and human approval; only a minor AI-suggested fix needed for a missing field.,deepseek/deepseek-v4-flash:free,2026-05-15T02:29:30.272894
57598,2,"The fix is a single-file, simple hover UX bug that adds a 150ms delay to tooltip dismissal.",4,"The PR is clean, tested, and approved with a small, well-explained diff.",deepseek/deepseek-v4-flash:free,2026-05-15T02:29:47.163245
57599,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T02:29:50.883230
57596,2,"The change is a small additive frontend change that only modifies a single file, adding a helper function to detect reorders.",4,"Code review comments were addressed inline before merging, leaving the diff clean.",deepseek/deepseek-v4-flash:free,2026-05-15T02:30:13.702836
57595,3,This PR spans two files and introduces a new enum and kea logic to persist tab state; it's more than a single-line change but less than an architectural overhaul.,4,"The PR was approved by one reviewer, the author promptly addressed a critical inline comment, and it was deployed to production without any reverted or broken behavior reported.",deepseek/deepseek-v4-flash:free,2026-05-15T02:30:42.432578
57591,2,"single fix, two files, no schema change, low complexity.",4,"clean, approved, well-explined, tested. Only minor review suggestions. Not perfect (5) but no rework needed.",deepseek/deepseek-v4-flash:free,2026-05-15T02:31:34.215748
57584,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T02:31:48.496154
57583,3,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T02:32:01.943948
57593,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T02:32:10.849468
57581,3,"PR adds a team ID display and pagination to an admin config list, requiring query annotation across two files.",3,"Implementation uses annotation and pagination, but reviews identify N+1 query issue and test structure that could be improved.",deepseek/deepseek-v4-flash:free,2026-05-15T02:32:21.099675
57577,3,Average complexity because it's a multi-file feature with refactor.,4,Clean with one minor tweak accepted; no reverted/broken state.,deepseek/deepseek-v4-flash:free,2026-05-15T02:32:25.963328
57576,4,"Architectural change involving token bucket rate limiting, Redis Lua scripts, and metric refactor across multiple files.",4,"Clean PR that addressed critical security issue before deployment, with one inline simplification suggestion but not first-pass perfect.",deepseek/deepseek-v4-flash:free,2026-05-15T02:32:59.431704
57582,1,Single file change with 124 additions and 4 deletions,4,"Good test coverage, clear description, and not reverted",deepseek/deepseek-v4-flash:free,2026-05-15T02:33:01.317828
57575,2,"The PR is a revert of a prior feature with a modest multi-file diff, but the change itself is straightforward to understand and implement.",3,"The PR is clean and correct for the revert purpose, but the inline reviewer noted a pre-existing key function bug that should have been addressed.",deepseek/deepseek-v4-flash:free,2026-05-15T02:33:19.873012
57566,2,"Complexity score 2 as the change a single-file, a single-file single-line alias swap of one function with documentation improvement, which was complexity non-architectural the analysis not multi-file, but replacing hashmap key bug fix correct fix documenting deterministic iteration order behavior match.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T02:33:27.990826
57565,3,"3 - The PR involves dropping MSK Kafka engine tables with WarpStream equivalents, which is a cleanup of existing infrastructure after a migration window, affecting multiple tables and requiring careful orchestration.",5,"5 - The PR was approved by a reviewer, deployed successfully to multiple environments, and has a clean, idempotent implementation.",deepseek/deepseek-v4-flash:free,2026-05-15T02:33:52.937381
57568,4,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T02:33:55.000343
57564,3,Multi-file feature with new validation logic and thorough test coverage.,4,"Clean, approved, with tests that cover the new validation but have minor feedback.",deepseek/deepseek-v4-flash:free,2026-05-15T02:33:56.366731
57562,2,the change is a single-field validation fix affecting two files (serializer and tests) — straightforward and narrow in scope.,4,"the fix was clean, well-tested, with thoughtful discussion/resolution of a secondary concern, and deployed with no revert or rework cycles noted in feedback.",deepseek/deepseek-v4-flash:free,2026-05-15T02:34:04.720780
57563,3,"3 (multi-file feature with 2 files, implementing a security pattern)",3,"The reviewer had 2 suggestions (2-3 revisions), but the PR was approved and deployed. No significant issues.",deepseek/deepseek-v4-flash:free,2026-05-15T02:34:09.301490
57561,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T02:34:57.385587
57556,3,"Multi-file change involving a constant, two writers, two tests, but no architectural change; functional logic remains the same.",4,"Clean, well-documented PR with regression tests and manual verification; approved without rework, only a minor test suggestion.",deepseek/deepseek-v4-flash:free,2026-05-15T02:35:00.732393
57555,3,Multi-file fix addressing a specific height adapt issue with 4 files and moderate changes.,4,Nearly clean with small loading state comment but approved by two reviewers.,deepseek/deepseek-v4-flash:free,2026-05-15T02:35:19.040923
57546,3,"Multi-file feature (18 files) adding axis labels to charts across SQL and front-end, still moderate.",4,"Clean-pass, with approval, good test coverage, only minor pre-existing issues noted.",deepseek/deepseek-v4-flash:free,2026-05-15T02:35:50.627727
57545,4,"The PR is architectural because it introduces a new Redis-based quantiles caching system with distributed locking for Temporal workflows, spanning 7 files.",3,"The PR has blocking issues in the distributed lock (de., lock deletion and time.sleep inside thread pool) requiring multiple rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T02:36:12.611485
57544,3,3,4,4,deepseek/deepseek-v4-flash:free,2026-05-15T02:36:20.491209
57543,2,Single-file fix with new type interfaces and straightforward filter disambiguation logic.,4,Approved PR with only one minor coupling comment; no rework cycles or revisions.,deepseek/deepseek-v4-flash:free,2026-05-15T02:36:25.407218
57542,3,"3 (multi-file feature): Adds server-side fuzzy search replacing client-side filtering—10 files, backend viewset change, frontend logic restructuring, test suite, new endpoints.",4,"4 (clean): Issues identified during review (NUL-byte test, canonical store pollution, me-first, race condition, whitespace normalization) and fixed in follow-up commits before final approval.",deepseek/deepseek-v4-flash:free,2026-05-15T02:36:46.467653
57541,3,"The PR modifies the exported asset retrieval permission logic in four files, allowing cross-teammate access while using RBAC gating on session recordings—non-trivial but self-contained.",5,"The PR was deployed to all environments after clean review cycles with addressed feedback, and the author responded promptly to inline comments.",deepseek/deepseek-v4-flash:free,2026-05-15T02:36:50.436878
57552,4,"Multi-file feature with streaming SSE endpoint design, affecting 14 files and 1023 additions.",3,2-3 revisions with multiple unresolved review issues but received approval and passed tests.,deepseek/deepseek-v4-flash:free,2026-05-15T02:37:02.194627
57538,2,"Minor behavioral change across a single feature component, 3 files.",4,"Single commit approved, clean diff with passing tests, improves test naming, no rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T02:37:18.355873
57537,3,"This is a moderate change across multiple files (backend + frontend) that follows an established pattern, deserving a score of 3.",4,"The PR is clean, has tests, was approved, and has a minor observability follow-up noted but not blocking.",deepseek/deepseek-v4-flash:free,2026-05-15T02:37:22.836578
57531,2,Single-file additive change - adding one key to a dictionary and updating help text comments.,5,"Clean, well-tested PR with thorough description and test steps, and approved by bot review, with no reversion.",deepseek/deepseek-v4-flash:free,2026-05-15T02:37:26.013531
57521,3,"Multi-file fix addressing three problems (GH identity, review signal, prefetch) with new infrastructure.",3,"One fix was needed for runtime dict[str, User] bug but multiple nits from reviewers remain.",deepseek/deepseek-v4-flash:free,2026-05-15T02:37:34.614388
57539,5,Wait if we can output.,5,We need to output before we finish.,deepseek/deepseek-v4-flash:free,2026-05-15T02:37:40.236194
57519,5,3,3,The PR has multiple revisions based on review feedback addressing P1 and P2 issues.,deepseek/deepseek-v4-flash:free,2026-05-15T02:37:43.084181
57517,4,"Multi-file architectural change with new reader configuration, fallback logic, and test coverage across 8 files.",4,"Clean implementation approved and deployed, but minor feedback on duplication and missing test. Not first-pass perfect.",deepseek/deepseek-v4-flash:free,2026-05-15T02:37:50.413315
57516,2,Single-file UI change adding a link and tooltip to an existing support form.,4,"Approved, deployed without further revisions, with a clean small diff.",deepseek/deepseek-v4-flash:free,2026-05-15T02:37:51.978053
57514,2,"Single multi-file documentation change to an MCP tool description, no logic or data model changes.",3,Initial clean change but required 2 revisions after reviewers flagged a unit-conversion bug that persisted in generated files.,deepseek/deepseek-v4-flash:free,2026-05-15T02:38:05.538070
